Operator,Noisy_val_approx,Ideal_val,Seq_REM,diff,diff_rem,singles ,doubles,singles_ratio,doubles_ratio,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 0), (2, 0)))",-1.510647043,-1.612986864,-1.606455646,0.010473439,0.009179288,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(2, 0), (0, 2), (0, 2), (2, 0), (5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (5, 4), (7, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 0), (3, 0)))",-1.519097631,-1.615452571,-1.608138309,0.009284274,0.007928242,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (5, 4), (7, 3), (3, 1), (1, 3), (1, 3), (3, 1), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((4, 0), (6, 0)))",-1.521660899,-1.612985085,-1.606466412,0.008340107,0.007191975,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (5, 4), (7, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((5, 0), (7, 0)))",-1.522793631,-1.615493646,-1.60797591,0.008593293,0.007256021,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (5, 4), (7, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 0), (2, 0)))",-1.521415264,-1.612985085,-1.60649925,0.008385032,0.007239285,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (1, 0), (7, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (2, 0), (0, 2), (0, 2), (2, 0)]"
"(((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 0), (3, 0)))",-1.523900256,-1.615493646,-1.608201583,0.008389349,0.007106714,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (1, 0), (7, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 5), (3, 7)), ((0, 1), (2, 3)), ((4, 0), (6, 0)))",-1.515884429,-1.612986857,-1.606495288,0.009428882,0.008210328,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (6, 4), (4, 6), (4, 6), (6, 4), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (1, 0), (7, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((1, 5), (3, 7)), ((0, 1), (2, 3)), ((5, 0), (7, 0)))",-1.521003221,-1.615452571,-1.607868068,0.00892068,0.007545502,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (1, 0), (7, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (3, 7)), ((0, 0), (2, 0)), ((1, 0), (3, 0)))",-1.547713606,-1.614829672,-1.608269437,0.004504566,0.003667009,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(2, 0), (0, 2), (0, 2), (2, 0), (5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 5), (3, 7)), ((0, 0), (2, 0)), ((4, 0), (6, 0)))",-1.547274919,-1.612627973,-1.606343411,0.004271022,0.003489087,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(2, 0), (0, 2), (0, 2), (2, 0), (5, 1), (6, 4), (4, 6), (4, 6), (6, 4), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3)]"
"(((1, 5), (3, 7)), ((0, 0), (2, 0)), ((5, 0), (7, 0)))",-1.561209063,-1.62330318,-1.621620573,0.003855679,0.003649551,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(2, 0), (0, 2), (0, 2), (2, 0), (5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (3, 7)), ((1, 0), (3, 0)), ((4, 0), (6, 0)))",-1.564366187,-1.623303204,-1.620891976,0.003473572,0.003195165,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 4), (4, 6), (4, 6), (6, 4), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 5), (3, 7)), ((1, 0), (3, 0)), ((5, 0), (7, 0)))",-1.549981337,-1.614991613,-1.608258924,0.004226336,0.003396277,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3), (3, 1), (1, 3), (1, 3), (3, 1), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (3, 7)), ((4, 0), (6, 0)), ((5, 0), (7, 0)))",-1.552063253,-1.614829672,-1.608408963,0.003939623,0.003174839,2,1,0.5,0.1,0.523809524,0.476190476,0.214285714,"[(5, 1), (6, 4), (4, 6), (4, 6), (6, 4), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((0, 5), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.515892955,-1.663055779,-1.639921355,0.021656897,0.015383044,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 0), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (5, 4), (7, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((0, 5), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.523240004,-1.667088388,-1.642505983,0.020692358,0.014224374,0,3,0,0.3,0.512195122,0.487804878,0.214285714,"[(5, 0), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (1, 0), (7, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((0, 5), (3, 6)), ((0, 4), (3, 7)), ((0, 0), (2, 0)))",-1.535569207,-1.641257382,-1.62676287,0.01116999,0.008316284,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 0), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (2, 0), (0, 2), (0, 2), (2, 0), (7, 3)]"
"(((0, 5), (3, 6)), ((0, 4), (3, 7)), ((1, 0), (3, 0)))",-1.530523301,-1.641105878,-1.626569055,0.012228506,0.009224787,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 0), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((0, 5), (3, 6)), ((0, 4), (3, 7)), ((4, 0), (6, 0)))",-1.531790846,-1.64056,-1.626102011,0.011830729,0.008894596,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 0), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (6, 4), (4, 6), (4, 6), (6, 4), (7, 3)]"
"(((0, 5), (3, 6)), ((0, 4), (3, 7)), ((5, 0), (7, 0)))",-1.529388266,-1.640559087,-1.626034183,0.012358952,0.009340433,1,2,0.25,0.2,0.516129032,0.483870968,0.214285714,"[(5, 0), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3), (7, 5), (5, 7), (5, 7), (7, 5)]"
