Operator,Noisy_val_approx,Ideal_val,Seq_REM,diff_rem,,singles ,doubles,singles_ratio,doubles_ratio,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"((0, 0), (2, 0))",-1.574005644,-1.576599288,-1.575616491,2.59483E-06,,1,0,0.25,0,0.4,0.6,0.071428571,"[(2, 0), (0, 2), (0, 2), (2, 0)]"
"((1, 0), (3, 0))",-1.57362227,-1.576599288,-1.575616481,3.97688E-06,,1,0,0.25,0,0.4,0.6,0.071428571,"[(3, 1), (1, 3), (1, 3), (3, 1)]"
"((4, 0), (6, 0))",-1.573007643,-1.576599288,-1.575616485,6.80605E-06,,1,0,0.25,0,0.4,0.6,0.071428571,"[(6, 4), (4, 6), (4, 6), (6, 4)]"
"((5, 0), (7, 0))",-1.572896232,-1.576599288,-1.575616486,7.39978E-06,,1,0,0.25,0,0.4,0.6,0.071428571,"[(7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (2, 6)), ((0, 5), (2, 7)))",-1.672974096,-1.726945255,-1.711621447,0.001493618,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (7, 2)]"
"(((1, 5), (2, 6)), ((1, 4), (3, 6)))",-1.671259278,-1.726945255,-1.709734077,0.00148031,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 3)]"
"(((1, 5), (2, 6)), ((0, 4), (2, 6)))",-1.607306264,-1.653555484,-1.650320115,0.001850191,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2)]"
"(((1, 5), (2, 6)), ((1, 5), (3, 7)))",-1.606434011,-1.653000793,-1.648425658,0.001763298,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3)]"
"(((1, 5), (2, 6)), ((1, 4), (2, 7)))",-1.632706689,-1.682004687,-1.67203646,0.001546831,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2)]"
"(((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.631203226,-1.682004686,-1.671488412,0.001622896,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3)]"
"(((1, 5), (2, 6)), ((0, 4), (3, 7)))",-1.628994409,-1.681128464,-1.671060826,0.001769583,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((1, 5), (2, 6)), ((4, 5), (6, 7)))",-1.616646174,-1.66312036,-1.655381286,0.001500409,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (5, 4), (6, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 5), (2, 6)), ((0, 1), (2, 3)))",-1.61668972,-1.66312036,-1.655424885,0.001500413,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (1, 0), (6, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((1, 5), (2, 6)), ((0, 0), (2, 0)))",-1.624057941,-1.652849809,-1.64655224,0.000505993,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (2, 0), (0, 2), (0, 2), (2, 0)]"
"(((1, 5), (2, 6)), ((1, 0), (3, 0)))",-1.622261694,-1.652852415,-1.646574122,0.000591094,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (3, 1), (1, 3), (1, 3), (3, 1), (6, 2)]"
"(((1, 5), (2, 6)), ((4, 0), (6, 0)))",-1.624104987,-1.652849815,-1.64659917,0.000505988,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 5), (2, 6)), ((5, 0), (7, 0)))",-1.623882368,-1.652852413,-1.646620377,0.000517017,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(5, 1), (6, 2), (6, 5), (2, 6), (1, 6), (2, 6), (5, 6), (2, 6), (1, 6), (2, 6), (5, 6), (6, 5), (5, 1), (6, 2), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((0, 5), (2, 7)), ((1, 4), (3, 6)))",-1.610790192,-1.666310704,-1.655715442,0.002018278,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (5, 0), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 3), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (7, 2)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)))",-1.607001157,-1.65775108,-1.6492294,0.001783225,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (4, 0), (7, 2), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)))",-1.602635645,-1.65657462,-1.647593788,0.002021235,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (5, 1), (7, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3)]"
"(((0, 5), (2, 7)), ((1, 4), (2, 7)))",-1.584313009,-1.627320158,-1.625163076,0.001668728,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2)]"
"(((0, 5), (2, 7)), ((0, 5), (3, 6)))",-1.576040297,-1.626574798,-1.624005048,0.002300617,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 0), (6, 3), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3), (7, 2)]"
"(((0, 5), (2, 7)), ((0, 4), (3, 7)))",-1.617264559,-1.675113698,-1.663030773,0.002094546,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (4, 0), (7, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((0, 5), (2, 7)), ((4, 5), (6, 7)))",-1.578406416,-1.621898437,-1.61763538,0.001538912,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (5, 4), (7, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((0, 5), (2, 7)), ((0, 1), (2, 3)))",-1.578663759,-1.622094945,-1.617800056,0.00153165,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (1, 0), (7, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((0, 5), (2, 7)), ((0, 0), (2, 0)))",-1.593807912,-1.621549229,-1.617490371,0.000560859,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (7, 2), (2, 0), (0, 2), (0, 2), (2, 0)]"
"(((0, 5), (2, 7)), ((1, 0), (3, 0)))",-1.586200115,-1.621083578,-1.617392604,0.000972971,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(3, 1), (1, 3), (1, 3), (3, 1), (5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (7, 2)]"
"(((0, 5), (2, 7)), ((4, 0), (6, 0)))",-1.585176687,-1.621070192,-1.617310064,0.001032554,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(5, 0), (6, 4), (4, 6), (4, 6), (6, 4), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (7, 2)]"
"(((0, 5), (2, 7)), ((5, 0), (7, 0)))",-1.592964697,-1.621492729,-1.617421814,0.000598151,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(5, 0), (7, 2), (7, 5), (2, 7), (0, 7), (2, 7), (5, 7), (2, 7), (0, 7), (2, 7), (5, 7), (7, 5), (5, 0), (7, 2), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)))",-1.605323273,-1.657751077,-1.649635211,0.001963548,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (4, 0), (6, 3), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2)]"
"(((1, 4), (3, 6)), ((1, 5), (3, 7)))",-1.602920569,-1.65657462,-1.648397196,0.002068124,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (5, 1), (6, 3), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3)]"
"(((1, 4), (3, 6)), ((1, 4), (2, 7)))",-1.583499085,-1.626574801,-1.624046572,0.001644099,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (6, 3), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2)]"
"(((1, 4), (3, 6)), ((0, 5), (3, 6)))",-1.584216311,-1.627320152,-1.62448347,0.001621444,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (5, 0), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3)]"
"(((1, 4), (3, 6)), ((0, 4), (3, 7)))",-1.617448121,-1.675113698,-1.664368342,0.002201507,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (4, 0), (6, 3), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((1, 4), (3, 6)), ((4, 5), (6, 7)))",-1.577605377,-1.622094948,-1.617790673,0.001614858,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (5, 4), (6, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((1, 4), (3, 6)), ((0, 1), (2, 3)))",-1.577442647,-1.621898435,-1.617721123,0.001622356,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (1, 0), (6, 3), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((1, 4), (3, 6)), ((0, 0), (2, 0)))",-1.583132789,-1.62107019,-1.617425191,0.001175969,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(2, 0), (0, 2), (0, 2), (2, 0), (4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 3)]"
"(((1, 4), (3, 6)), ((1, 0), (3, 0)))",-1.591956496,-1.621492727,-1.617460014,0.000650429,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 3), (3, 1), (1, 3), (1, 3), (3, 1)]"
"(((1, 4), (3, 6)), ((4, 0), (6, 0)))",-1.592827285,-1.621549239,-1.61755669,0.000611543,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 3), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((1, 4), (3, 6)), ((5, 0), (7, 0)))",-1.591476328,-1.621083569,-1.61727934,0.000665795,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(4, 1), (6, 3), (6, 4), (3, 6), (1, 6), (3, 6), (4, 6), (3, 6), (1, 6), (3, 6), (4, 6), (6, 4), (4, 1), (6, 3), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((0, 4), (2, 6)), ((1, 5), (3, 7)))",-1.599375149,-1.651641317,-1.644876674,0.002070389,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (5, 1), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 3)]"
"(((0, 4), (2, 6)), ((1, 4), (2, 7)))",-1.614580919,-1.667712895,-1.657756354,0.001864118,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (4, 1), (6, 2), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2)]"
"(((0, 4), (2, 6)), ((0, 5), (3, 6)))",-1.612977328,-1.667712893,-1.656314429,0.001878104,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (5, 0), (6, 2), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3)]"
"(((0, 4), (2, 6)), ((0, 4), (3, 7)))",-1.577885105,-1.624983342,-1.620782196,0.00184016,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (6, 2), (7, 3), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((0, 4), (2, 6)), ((4, 5), (6, 7)))",-1.570431829,-1.614401165,-1.610776799,0.001627717,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (5, 4), (6, 2), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
"(((0, 4), (2, 6)), ((0, 1), (2, 3)))",-1.570460306,-1.614401167,-1.610805352,0.001627723,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (1, 0), (6, 2), (3, 2), (3, 1), (2, 3), (0, 3), (2, 3), (1, 3), (2, 3), (0, 3), (2, 3), (1, 3), (3, 1), (1, 0), (3, 2)]"
"(((0, 4), (2, 6)), ((0, 0), (2, 0)))",-1.587436522,-1.616431443,-1.612887348,0.000647745,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2), (2, 0), (0, 2), (0, 2), (2, 0)]"
"(((0, 4), (2, 6)), ((1, 0), (3, 0)))",-1.574903804,-1.613903709,-1.610440314,0.001262844,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(3, 1), (1, 3), (1, 3), (3, 1), (4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2)]"
"(((0, 4), (2, 6)), ((4, 0), (6, 0)))",-1.587392911,-1.616431441,-1.612843607,0.000647738,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2), (6, 4), (4, 6), (4, 6), (6, 4)]"
"(((0, 4), (2, 6)), ((5, 0), (7, 0)))",-1.584007552,-1.6139037,-1.610458768,0.000699667,,1,1,0.25,0.1,0.5,0.5,0.142857143,"[(4, 0), (6, 2), (6, 4), (2, 6), (0, 6), (2, 6), (4, 6), (2, 6), (0, 6), (2, 6), (4, 6), (6, 4), (4, 0), (6, 2), (7, 5), (5, 7), (5, 7), (7, 5)]"
"(((1, 5), (3, 7)), ((1, 4), (2, 7)))",-1.611906922,-1.664938165,-1.6548467,0.001843825,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (4, 1), (7, 3), (7, 2), (7, 4), (2, 7), (1, 7), (2, 7), (4, 7), (2, 7), (1, 7), (2, 7), (4, 7), (7, 4), (4, 1), (7, 2)]"
"(((1, 5), (3, 7)), ((0, 5), (3, 6)))",-1.612159807,-1.664938162,-1.655017633,0.001836793,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (5, 0), (7, 3), (6, 3), (6, 5), (3, 6), (0, 6), (3, 6), (5, 6), (3, 6), (0, 6), (3, 6), (5, 6), (6, 5), (5, 0), (6, 3)]"
"(((1, 5), (3, 7)), ((0, 4), (3, 7)))",-1.577278835,-1.62532342,-1.621463967,0.001952326,,0,2,0,0.2,0.5,0.5,0.142857143,"[(4, 0), (5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (7, 4), (3, 7), (0, 7), (3, 7), (4, 7), (3, 7), (0, 7), (3, 7), (4, 7), (7, 4), (4, 0), (7, 3)]"
"(((1, 5), (3, 7)), ((4, 5), (6, 7)))",-1.568907071,-1.612934285,-1.609408073,0.001640331,,0,2,0,0.2,0.5,0.5,0.142857143,"[(5, 1), (7, 3), (7, 5), (3, 7), (1, 7), (3, 7), (5, 7), (3, 7), (1, 7), (3, 7), (5, 7), (7, 5), (5, 1), (5, 4), (7, 3), (7, 6), (7, 5), (6, 7), (4, 7), (6, 7), (5, 7), (6, 7), (4, 7), (6, 7), (5, 7), (7, 5), (5, 4), (7, 6)]"
