Operator,Noisy_val_approx,Ideal_val,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr,diff
"((1, 6), (2, 7))",-24.56260944,-24.59097634,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,0.000804681
"((0, 5), (3, 8))",-24.41429674,-24.46620238,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,0.002694196
"((0, 5), (2, 7))",-24.44746198,-24.45172045,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,1.81346E-05
"((1, 6), (4, 9))",-24.44167472,-24.44424631,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,6.61305E-06
"((0, 6), (2, 7))",-24.42289526,-24.44423839,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,0.000455529
"((1, 5), (2, 7))",-24.44214271,-24.44423839,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,4.39189E-06
"((0, 6), (4, 9))",-24.44117883,-24.44412243,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,8.66476E-06
"((1, 5), (3, 8))",-24.40849148,-24.44412243,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,0.001269564
"((1, 6), (3, 8))",-24.43899564,-24.44424631,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,2.75695E-05
"((0, 6), (3, 8))",-24.43876271,-24.44412243,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,2.87266E-05
"((0, 5), (4, 9))",-24.4626123,-24.46620238,14,12,14,38,8,6,1,26,0.307692308,0.230769231,0.090909091,0.269230769,0.730769231,1.28887E-05
"(((1, 6), (2, 7)), ((0, 5), (3, 8)))",-24.53980697,-24.61267724,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.005310077
"(((1, 6), (2, 7)), ((0, 5), (2, 7)))",-24.55931169,-24.59262363,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001109685
"(((1, 6), (2, 7)), ((1, 6), (4, 9)))",-24.55705529,-24.59098533,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001151248
"(((1, 6), (2, 7)), ((0, 6), (2, 7)))",-24.53906132,-24.5909772,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.002695259
"(((1, 6), (2, 7)), ((1, 5), (2, 7)))",-24.55782305,-24.5909772,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001099197
"(((1, 6), (2, 7)), ((0, 6), (4, 9)))",-24.5580332,-24.59103429,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001089072
"(((1, 6), (2, 7)), ((1, 5), (3, 8)))",-24.52265694,-24.5910343,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.004675463
"(((1, 6), (2, 7)), ((1, 6), (3, 8)))",-24.5446608,-24.59098533,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.002145962
"(((1, 6), (2, 7)), ((0, 6), (3, 8)))",-24.55411732,-24.59103429,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001362863
"(((1, 6), (2, 7)), ((0, 5), (4, 9)))",-24.58643299,-24.61267724,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000688761
"(((0, 5), (3, 8)), ((0, 5), (2, 7)))",-24.4255634,-24.47260391,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.00221281
"(((0, 5), (3, 8)), ((1, 6), (4, 9)))",-24.42427732,-24.46644485,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.0017781
"(((0, 5), (3, 8)), ((0, 6), (2, 7)))",-24.41333958,-24.46641005,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.002816475
"(((0, 5), (3, 8)), ((1, 5), (2, 7)))",-24.42410227,-24.46641005,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001789948
"(((0, 5), (3, 8)), ((0, 6), (4, 9)))",-24.41432767,-24.46631079,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.002702244
"(((0, 5), (3, 8)), ((1, 5), (3, 8)))",-24.3924555,-24.46642776,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.005471895
"(((0, 5), (3, 8)), ((1, 6), (3, 8)))",-24.41363333,-24.46621219,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.002764537
"(((0, 5), (3, 8)), ((0, 6), (3, 8)))",-24.41712536,-24.46642775,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.002430726
"(((0, 5), (3, 8)), ((0, 5), (4, 9)))",-24.43352087,-24.48475455,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.00262489
"(((0, 5), (2, 7)), ((1, 6), (4, 9)))",-24.44398593,-24.45196718,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,6.37004E-05
"(((0, 5), (2, 7)), ((0, 6), (2, 7)))",-24.42665425,-24.45224182,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000654724
"(((0, 5), (2, 7)), ((1, 5), (2, 7)))",-24.44591289,-24.45224182,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,4.00553E-05
"(((0, 5), (2, 7)), ((0, 6), (4, 9)))",-24.44513853,-24.45183701,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,4.48696E-05
"(((0, 5), (2, 7)), ((1, 5), (3, 8)))",-24.4200045,-24.45183701,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001013309
"(((0, 5), (2, 7)), ((1, 6), (3, 8)))",-24.44223585,-24.45196718,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,9.46988E-05
"(((0, 5), (2, 7)), ((0, 6), (3, 8)))",-24.44374558,-24.45183701,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,6.54712E-05
"(((0, 5), (2, 7)), ((0, 5), (4, 9)))",-24.46418014,-24.47260391,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,7.09599E-05
"(((1, 6), (4, 9)), ((0, 6), (2, 7)))",-24.42099918,-24.44448272,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000551477
"(((1, 6), (4, 9)), ((1, 5), (2, 7)))",-24.43886813,-24.44448272,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,3.15236E-05
"(((1, 6), (4, 9)), ((0, 6), (4, 9)))",-24.43973978,-24.44442823,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,2.19815E-05
"(((1, 6), (4, 9)), ((1, 5), (3, 8)))",-24.41098129,-24.44436697,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001114603
"(((1, 6), (4, 9)), ((1, 6), (3, 8)))",-24.43095186,-24.44446181,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000182519
"(((1, 6), (4, 9)), ((0, 6), (3, 8)))",-24.43488613,-24.44436697,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,8.98863E-05
"(((1, 6), (4, 9)), ((0, 5), (4, 9)))",-24.45845549,-24.46621219,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,6.01664E-05
"(((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.42283093,-24.44440069,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000465254
"(((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.42251462,-24.44438726,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000478413
"(((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.39480726,-24.4443583,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.002455306
"(((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.41748978,-24.44448272,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000728619
"(((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.41911981,-24.44438726,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000638444
"(((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.44042577,-24.46641005,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000675183
"(((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.44015835,-24.4443583,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,1.76396E-05
"(((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.40934891,-24.44438726,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001227686
"(((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.43826366,-24.44448271,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,3.86766E-05
"(((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.43876495,-24.4443583,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,3.12855E-05
"(((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.46035604,-24.46641006,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,3.66511E-05
"(((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.41614885,-24.44424281,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000789271
"(((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.43410017,-24.44436697,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000105407
"(((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.43270228,-24.44422167,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000132696
"(((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.45980466,-24.46642775,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,4.38654E-05
"(((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.4083482,-24.44442823,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001301768
"(((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.40851964,-24.44421411,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001274095
"(((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.42388572,-24.46631079,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.001799886
"(((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.43444317,-24.44442823,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,9.97015E-05
"(((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45660245,-24.46644484,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,9.68727E-05
"(((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45609123,-24.46631078,28,20,28,72,16,12,2,48,0.333333333,0.25,0.181818182,0.28,0.72,0.000104439
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 5), (2, 7)))",-24.5429565,-24.61404409,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005053446
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 6), (4, 9)))",-24.53614976,-24.61268596,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005857789
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (2, 7)))",-24.51310014,-24.61268952,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.009918045
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (2, 7)))",-24.53711594,-24.61268952,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005711366
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (4, 9)))",-24.53735869,-24.61273076,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005680949
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 5), (3, 8)))",-24.51093014,-24.61281505,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.010380534
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((1, 6), (3, 8)))",-24.53737378,-24.61273204,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005678867
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 6), (3, 8)))",-24.53912368,-24.61281503,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005430416
"(((1, 6), (2, 7)), ((0, 5), (3, 8)), ((0, 5), (4, 9)))",-24.55912644,-24.63092151,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005154532
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (4, 9)))",-24.55246957,-24.5926252,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001612475
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (2, 7)))",-24.54101856,-24.59263722,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002664487
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (2, 7)))",-24.55690745,-24.59263722,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001276616
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (4, 9)))",-24.55582937,-24.59268178,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.0013581
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 5), (3, 8)))",-24.51869064,-24.59268178,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005474689
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((1, 6), (3, 8)))",-24.54605401,-24.59262521,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002168876
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 6), (3, 8)))",-24.55299557,-24.59268178,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001574995
"(((1, 6), (2, 7)), ((0, 5), (2, 7)), ((0, 5), (4, 9)))",-24.57945107,-24.61404186,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001196523
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)))",-24.54208004,-24.59098618,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002391811
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)))",-24.55856614,-24.59098618,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001051059
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)))",-24.55245605,-24.59103903,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001488646
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)))",-24.51192232,-24.59104327,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.006260125
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((1, 6), (3, 8)))",-24.54558742,-24.59099352,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002061714
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (3, 8)))",-24.55085983,-24.59104327,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001614709
"(((1, 6), (2, 7)), ((1, 6), (4, 9)), ((0, 5), (4, 9)))",-24.57738563,-24.61268236,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001245859
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.53830845,-24.59097788,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002774069
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.53195988,-24.59103601,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.00348999
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.50169931,-24.59103443,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.007980764
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.53216216,-24.59098618,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.003460265
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.52769247,-24.59103601,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.004012404
"(((1, 6), (2, 7)), ((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.5564489,-24.61268095,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.003162044
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.55599618,-24.59103443,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001227679
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.52508384,-24.59103601,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.004349689
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.54916472,-24.59098619,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001749035
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.55353708,-24.59103444,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001406052
"(((1, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.57675064,-24.61268095,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001290987
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.52536178,-24.59109217,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.004320485
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.54533596,-24.59104327,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002089159
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.55330527,-24.59108498,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001427307
"(((1, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.57659013,-24.61281144,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001311984
"(((1, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.51891642,-24.59103903,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005201671
"(((1, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.51951147,-24.59108233,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005122388
"(((1, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.53996405,-24.61273071,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.005294987
"(((1, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.53914083,-24.59103903,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002693423
"(((1, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.56805694,-24.61268596,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001991749
"(((1, 6), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.57131775,-24.61273071,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001715034
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)))",-24.42210993,-24.47284817,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.00257437
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (2, 7)))",-24.41547758,-24.47304057,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.003313498
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (2, 7)))",-24.42478932,-24.47304058,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002328184
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (4, 9)))",-24.42436552,-24.4727096,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.00233715
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (3, 8)))",-24.41013549,-24.47281966,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.003929305
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (3, 8)))",-24.41447221,-24.47269029,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.003389344
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (3, 8)))",-24.42929103,-24.47281965,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.001894741
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 5), (4, 9)))",-24.43825298,-24.49023549,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002702181
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (2, 7)))",-24.4006701,-24.46665222,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.00435364
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (2, 7)))",-24.41681944,-24.46665222,42,28,42,106,24,18,3,70,0.342857143,0.257142857,0.272727273,0.283783784,0.716216216,0.002483305
