Operator,Noisy_val_approx,Ideal_val,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr,diff
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 5), (4, 9)))",-24.43404172,-24.49026279,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003160809
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.41004797,-24.47335621,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004007933
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.41323037,-24.47317853,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003593783
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.39654588,-24.47317813,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005872502
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.41201487,-24.47312986,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003735043
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.41041899,-24.4733014,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003954198
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.42872608,-24.4906166,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003830437
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.42378645,-24.47314345,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002436114
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.40141894,-24.4733014,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005167089
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.42888594,-24.47312986,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001957525
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.42876996,-24.47317813,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001972086
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.43781971,-24.49061661,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002787513
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.39695001,-24.47292656,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005772436
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.42663084,-24.47279593,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002131216
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.42754194,-24.4729006,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002057408
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.43873865,-24.49042675,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00267166
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.40371816,-24.47295149,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004793253
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.40336694,-24.47298747,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004847018
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.42343046,-24.49042675,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004488503
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.41285192,-24.47295234,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003612061
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43142964,-24.49033569,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003469923
"(((0, 5), (3, 8)), ((0, 5), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.44342304,-24.49042675,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002209349
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.39150642,-24.46679937,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005669028
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.40039745,-24.46683914,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004414498
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.37097554,-24.46681823,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.009185821
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.39708147,-24.46665724,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004840788
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.39823427,-24.46690667,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004715898
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.41637113,-24.48496645,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004705318
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.41592747,-24.46680834,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002588862
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.39653206,-24.46690667,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004952585
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.417468,-24.46665724,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002419581
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.41800571,-24.46681824,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002382663
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.43392617,-24.48496645,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002605111
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.38385125,-24.46682775,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006885101
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.41657374,-24.46660858,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002503486
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.41643063,-24.46679443,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002536512
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.43865142,-24.48499697,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00214791
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.38384269,-24.46668613,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006863036
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.38889535,-24.46683922,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006075247
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.40075994,-24.48497428,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.007092054
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.41548249,-24.46668614,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002621814
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.44112867,-24.48480112,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001907282
"(((0, 5), (3, 8)), ((1, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43409434,-24.48497428,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002588767
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.41483718,-24.46668453,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002688147
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.38618437,-24.46676041,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006492498
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.40570281,-24.4665672,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003704474
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.40994259,-24.4667604,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003228264
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.42797419,-24.48508045,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003261125
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.37880059,-24.46670816,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.007727742
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.40789039,-24.46655112,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003441082
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.40961165,-24.46676995,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003267071
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.42833862,-24.48516861,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003229648
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.3796879,-24.46660416,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.007554437
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.36892163,-24.46678543,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.009577322
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.39565026,-24.48509744,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.008000798
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.4055153,-24.46669765,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00374328
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42008289,-24.48496794,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004210071
"(((0, 5), (3, 8)), ((0, 6), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42548471,-24.4851686,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003562167
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.38189389,-24.46677707,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.007205155
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.41774339,-24.46652762,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002379901
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.41710034,-24.46666395,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002456551
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.44023482,-24.48514023,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002016496
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.39932271,-24.46669765,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004539383
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.39133836,-24.46678557,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005692282
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.41549592,-24.4851686,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004854283
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.41501709,-24.4666036,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002661168
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43163867,-24.48496794,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002844011
"(((0, 5), (3, 8)), ((1, 5), (2, 7)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43140865,-24.48509745,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002882487
"(((0, 5), (3, 8)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.39406245,-24.46656552,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005256696
"(((0, 5), (3, 8)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.3943709,-24.46668841,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.005229822
"(((0, 5), (3, 8)), ((0, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.40595848,-24.48515284,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006271747
"(((0, 5), (3, 8)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.41141369,-24.46653684,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003038562
"(((0, 5), (3, 8)), ((0, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.43091822,-24.48497681,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002922331
"(((0, 5), (3, 8)), ((0, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42901561,-24.48511873,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00314756
"(((0, 5), (3, 8)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.38724354,-24.46665098,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006305542
"(((0, 5), (3, 8)), ((1, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.40196293,-24.48499972,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.006895109
"(((0, 5), (3, 8)), ((1, 5), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.4105687,-24.48510781,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00555608
"(((0, 5), (3, 8)), ((1, 6), (3, 8)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.42684759,-24.48499972,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00338167
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (2, 7)))",-24.42278194,-24.45285898,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000904629
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (4, 9)))",-24.42325291,-24.45271861,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000868227
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 5), (3, 8)))",-24.40505238,-24.4526034,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.0022611
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((1, 6), (3, 8)))",-24.42632405,-24.45270842,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000696135
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 6), (3, 8)))",-24.42205981,-24.45264741,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000935602
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (2, 7)), ((0, 5), (4, 9)))",-24.44489045,-24.47305523,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000793255
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.44290896,-24.45266161,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,9.51142E-05
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.40927455,-24.45264742,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001881205
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.44178972,-24.45270842,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000119218
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.44101436,-24.45260341,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000134306
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.46250072,-24.47305523,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000111398
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.41905354,-24.45226369,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001102914
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.43925793,-24.45235842,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000171623
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.44084887,-24.45223645,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000129677
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.4606236,-24.47285416,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000149587
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.41870437,-24.4523571,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001132506
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.41253051,-24.45217254,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.001571491
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.42678846,-24.47272342,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002110021
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 6), (3, 8)))",-24.43936601,-24.45235842,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000168803
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((1, 6), (3, 8)), ((0, 5), (4, 9)))",-24.4586376,-24.47285974,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000202269
"(((0, 5), (2, 7)), ((1, 6), (4, 9)), ((0, 6), (3, 8)), ((0, 5), (4, 9)))",-24.45839025,-24.47272342,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00020544
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (4, 9)))",-24.42910308,-24.45275409,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00055937
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 5), (3, 8)))",-24.38736782,-24.45275409,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.004275365
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((1, 6), (3, 8)))",-24.42373302,-24.45285576,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000848134
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 6), (3, 8)))",-24.42805316,-24.45275409,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000610136
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (2, 7)), ((0, 5), (4, 9)))",-24.44511299,-24.47335621,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.00079768
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 5), (3, 8)))",-24.39488415,-24.45251047,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003320793
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((1, 6), (3, 8)))",-24.42389674,-24.45264567,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000826501
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 6), (3, 8)))",-24.42542801,-24.45252908,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000734468
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((0, 6), (4, 9)), ((0, 5), (4, 9)))",-24.44499315,-24.4733014,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.000801357
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((1, 6), (3, 8)))",-24.39460441,-24.45266162,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003370639
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 6), (3, 8)))",-24.3979901,-24.45247928,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.002969071
"(((0, 5), (2, 7)), ((0, 6), (2, 7)), ((1, 5), (3, 8)), ((0, 5), (4, 9)))",-24.41353556,-24.4731435,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.363636364,0.285714286,0.714285714,0.003553107
