Operator,Noisy_val_approx,Ideal_val,difference,REM_seq,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.660492405,-2.132823683,0.223096836,-2.127112633,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.587532827,-2.119185524,0.282654591,-2.119557168,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.488593456,-2.136263115,0.419475987,-2.130895647,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-2.046390034,-2.116534138,0.004920195,-2.115904536,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.937190807,-2.11639773,0.032115121,-2.118484671,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.784113104,-2.136374941,0.124088401,-2.129828428,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.676245728,-2.118430751,0.195527594,-2.120425902,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.874190885,-2.114042907,0.057528993,-2.114178102,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.726687549,-2.133685475,0.165647312,-2.125679769,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.621762965,-2.11639773,0.24466355,-2.114362782,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.661299568,-2.133685475,0.223148446,-2.122420889,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.586892312,-2.116534139,0.280520465,-2.112362181,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.488932704,-2.136308094,0.419094895,-2.129976123,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.874117455,-2.11418364,0.057631773,-2.112665722,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.721243451,-2.13455618,0.170827412,-2.127245472,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.620533183,-2.116298232,0.245782984,-2.114949809,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.661719029,-2.134377974,0.223406477,-2.127016179,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.585351964,-2.116298206,0.281903911,-2.116158717,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.485243629,-2.136793231,0.424516883,-2.129025447,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.615763093,-2.131569795,0.266056554,-2.120654569,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.542402553,-2.114175862,0.326924717,-2.110775545,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.455045018,-2.134377974,0.461493265,-2.125578859,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 4), (2, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.386097519,-2.134556183,0.560190371,-2.122128159,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (3, 7)))",-2.124835421,-2.124835421,0,-2.12433557,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 4), (2, 7)))",-2.120399837,-2.120399837,0,-2.119886897,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))",-2.049888802,-2.119786173,0.004885642,-2.119327913,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 1), (2, 3)))",-1.937015212,-2.119786151,0.033405216,-2.122375399,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 5), (2, 6)))",-1.793486998,-2.147829841,0.12555885,-2.140886214,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 5), (3, 6)))",-1.673464762,-2.12039985,0.199750973,-2.11919274,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)))",-2.120041266,-2.120041266,0,-2.119530084,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-2.049601533,-2.1200033,0.004956409,-2.119526302,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.938296836,-2.120003282,0.033017232,-2.11924184,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.797751016,-2.151843267,0.125381322,-2.142909255,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.675459112,-2.120041282,0.197653306,-2.120598076,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-2.045019392,-2.114360332,0.004808166,-2.113816309,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.933597384,-2.114309657,0.032656926,-2.113732203,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.790754334,-2.145821001,0.126072338,-2.13704964,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.67300334,-2.114182015,0.194638623,-2.114559973,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.874125852,-2.114255542,0.057662268,-2.112960554,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.734755878,-2.145505527,0.168715274,-2.135414475,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.612742809,-2.114309665,0.251569311,-2.113095139,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.666612765,-2.145505534,0.229338284,-2.131419447,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.583286669,-2.114360337,0.282039241,-2.113038068,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 5), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.492961974,-2.145821002,0.42622491,-2.137474946,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)))",-2.118611999,-2.118611999,0,-2.118095138,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-2.047547775,-2.117542685,0.004899287,-2.117021958,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.933359437,-2.117530535,0.033918993,-2.117075258,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.788013175,-2.142088075,0.125369034,-2.133931163,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.676556476,-2.118639016,0.195436972,-2.116529143,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-2.045410255,-2.114930846,0.004833113,-2.114377037,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.932127893,-2.114836097,0.033382288,-2.114476138,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.784757934,-2.139498429,0.125840818,-2.130965644,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.672273298,-2.115754276,0.196675378,-2.11420581,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.871888817,-2.113722008,0.058483292,-2.112105907,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.730286514,-2.138134761,0.166340192,-2.128111983,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.619648601,-2.114871639,0.245245858,-2.114556683,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.662061327,-2.138118546,0.226630476,-2.130287105,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.581165138,-2.114944082,0.284919962,-2.117132175,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.489302266,-2.139533887,0.422801161,-2.133192972,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-2.044486453,-2.114304891,0.004874614,-2.113683634,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.933155896,-2.114195953,0.032775502,-2.113514071,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.788294624,-2.14202507,0.125125229,-2.135254863,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.66934692,-2.114317636,0.197998938,-2.117152311,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.87377253,-2.113770403,0.057598979,-2.113082664,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.731676171,-2.14118545,0.167697849,-2.131082754,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.616827178,-2.114234073,0.24741362,-2.11322216,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.666872489,-2.141165488,0.224953848,-2.130973365,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.58278648,-2.114314654,0.282522199,-2.112787465,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.492030018,-2.142008034,0.422471422,-2.137419843,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.869355514,-2.10989331,0.057858432,-2.109746819,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.729929983,-2.137883871,0.166426375,-2.128589353,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.612116553,-2.110066085,0.247953736,-2.107726608,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.66240441,-2.137738322,0.225942328,-2.126148065,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.580559825,-2.110053452,0.280363501,-2.109126645,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.48781075,-2.138281948,0.42311278,-2.133702001,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.6200064,-2.136816276,0.267092448,-2.124300636,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.536537235,-2.109910647,0.328757069,-2.106446898,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.45986083,-2.137790146,0.459588157,-2.126150971,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.387772238,-2.137898894,0.56269,-2.126381495,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)))",-2.118639028,-2.118639028,0,-2.118122286,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-2.048018051,-2.117530535,0.004831985,-2.116996488,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.936092903,-2.117542685,0.032924023,-2.118238134,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.790412732,-2.142088065,0.12367554,-2.139338413,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.675607384,-2.118612015,0.196253103,-2.117440452,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-2.045960891,-2.11494409,0.004758682,-2.114352548,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.934383029,-2.114871649,0.032576142,-2.114194895,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.788087063,-2.139533883,0.123514868,-2.133801366,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.670448302,-2.115754276,0.19829741,-2.118509288,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.873874725,-2.113722022,0.057526726,-2.112203682,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.729246354,-2.13811855,0.167176473,-2.130642233,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.622628201,-2.114836075,0.242268592,-2.113801271,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.662511783,-2.138134782,0.226217237,-2.128435302,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.583758661,-2.114930834,0.282143877,-2.111960608,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.490829434,-2.139498422,0.420771456,-2.137304409,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-2.044968708,-2.114314668,0.004808862,-2.113671541,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.936098063,-2.11423405,0.03173243,-2.113884094,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.791074786,-2.142062171,0.123192144,-2.134147629,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.670974362,-2.114317641,0.196553263,-2.114778863,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.872846622,-2.113770393,0.058044263,-2.112839824,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.732178743,-2.141165492,0.167270161,-2.131793841,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.620989852,-2.114195956,0.243252261,-2.111317256,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.663368975,-2.141185454,0.228308588,-2.129625095,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.582839406,-2.114304886,0.282455556,-2.113325713,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.491736499,-2.141970933,0.422804819,-2.135645027,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.870720719,-2.109914452,0.057213642,-2.108033469,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.730290824,-2.137898897,0.166144342,-2.128135259,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.615472976,-2.110053452,0.244609847,-2.108979942,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
