Operator,Noisy_val_approx,Ideal_val,diff,diff_rem,Seq_REM,two_qc_ratio,single_qc_ratio,param_ratio,cnot_con
"(((1, 4), (3, 6)), ((1, 5), (2, 6)), ((1, 0), (3, 0)))",-1.460866974,-1.62711598,0.027638732,0.023942647,-1.61560109,0.290123457,0.709876543,0.214285714,"[(5, 4), (11, 3), (11, 10), (11, 10), (11, 10), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (4, 10), (5, 4), (4, 3), (4, 3), (4, 3), (2, 3), (4, 10), (11, 10), (11, 10), (11, 10), (4, 10), (11, 10), (11, 10), (11, 10), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (11, 3), (2, 3), (11, 10), (11, 10), (11, 10), (4, 10), (5, 4), (5, 4), (5, 4), (5, 4)]"
"(((1, 4), (3, 6)), ((1, 5), (2, 6)), ((4, 0), (6, 0)))",-1.457981922,-1.627115968,0.028606326,0.025411709,-1.617392428,0.278106509,0.721893491,0.214285714,"[(11, 12), (11, 10), (11, 10), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 12), (11, 3), (11, 10), (11, 10), (11, 10), (4, 10), (11, 12), (11, 10), (11, 10), (11, 10), (9, 10), (11, 10), (11, 10), (11, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (4, 10), (11, 10), (4, 10), (9, 10), (9, 10), (4, 10), (11, 10), (11, 10), (11, 10), (9, 10), (11, 12), (11, 12), (11, 12), (11, 12)]"
"(((1, 4), (3, 6)), ((1, 5), (2, 6)), ((5, 0), (7, 0)))",-1.461594461,-1.627339277,0.027471344,0.024521266,-1.618187136,0.280254777,0.719745223,0.214285714,"[(11, 3), (11, 12), (11, 12), (11, 12), (11, 10), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 12), (11, 10), (11, 12), (11, 12), (11, 12), (11, 3), (2, 3), (11, 3), (11, 3), (11, 3), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (11, 3), (11, 3), (11, 3), (13, 12), (12, 2), (12, 2), (2, 3), (1, 2), (1, 2), (1, 2), (1, 2), (13, 12)]"
"(((1, 4), (3, 6)), ((0, 5), (3, 6)), ((0, 0), (2, 0)))",-1.281239769,-1.495351966,0.045844033,0.054536237,-1.514769718,0.257668712,0.742331288,0.214285714,"[(5, 4), (11, 10), (11, 12), (11, 12), (11, 12), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 12), (11, 10), (11, 10), (11, 10), (4, 10), (4, 10), (4, 10), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (5, 4), (5, 4), (5, 4), (4, 10), (9, 10), (9, 10), (9, 10), (9, 10), (11, 12)]"
"(((1, 4), (3, 6)), ((0, 5), (3, 6)), ((1, 0), (3, 0)))",-1.280420005,-1.494888213,0.045996612,0.054775115,-1.514460845,0.270967742,0.729032258,0.214285714,"[(1, 2), (2, 3), (2, 3), (2, 3), (11, 10), (12, 2), (1, 2), (12, 2), (2, 3), (12, 2), (1, 2), (12, 2), (2, 3), (12, 2), (1, 2), (1, 2), (2, 3), (2, 3), (2, 3), (1, 2), (11, 3), (11, 3), (11, 3), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (4, 10), (4, 10), (4, 10), (11, 12), (11, 3), (11, 3), (4, 3), (11, 12), (12, 2), (12, 2), (12, 2), (12, 2)]"
"(((1, 4), (3, 6)), ((0, 5), (3, 6)), ((4, 0), (6, 0)))",-1.278951328,-1.493884691,0.046196351,0.056393102,-1.516423646,0.251655629,0.748344371,0.214285714,"[(11, 10), (12, 2), (1, 2), (1, 2), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (1, 2), (11, 12), (11, 12), (11, 12), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 10), (11, 3), (11, 12), (11, 12), (11, 12), (11, 10), (12, 2), (12, 2), (12, 2), (12, 2)]"
"(((1, 4), (3, 6)), ((0, 5), (3, 6)), ((5, 0), (7, 0)))",-1.277315374,-1.494147635,0.047016229,0.055480318,-1.512857977,0.267515924,0.732484076,0.214285714,"[(4, 3), (5, 9), (9, 8), (9, 8), (9, 8), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 8), (5, 9), (5, 9), (5, 9), (5, 4), (5, 4), (5, 4), (4, 3), (9, 8), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (5, 4), (5, 4), (5, 4), (4, 3), (2, 3), (2, 3), (2, 3), (2, 3)]"
"(((1, 4), (3, 6)), ((0, 0), (2, 0)), ((1, 0), (3, 0)))",-1.492516526,-1.492516526,0,1.02426E-06,-1.491504468,0.264150943,0.735849057,0.214285714,"[(1, 0), (4, 10), (4, 10), (4, 10), (4, 10), (12, 2), (1, 2), (1, 0), (13, 12), (13, 12), (13, 12), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (1, 0), (1, 2), (1, 2), (1, 0), (13, 1), (13, 1), (13, 1), (1, 2), (1, 0), (1, 0), (1, 0), (1, 0)]"
"(((1, 4), (3, 6)), ((0, 0), (2, 0)), ((4, 0), (6, 0)))",-1.489357343,-1.489357343,0,1.02431E-06,-1.488345262,0.252252252,0.747747748,0.214285714,"[(5, 4), (4, 3), (4, 3), (4, 3), (7, 8), (7, 8), (7, 8), (7, 8), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (5, 4), (4, 3), (4, 3), (4, 3), (4, 3)]"
"(((1, 4), (3, 6)), ((0, 0), (2, 0)), ((5, 0), (7, 0)))",-1.51809875,-1.51809875,0,1.02425E-06,-1.517086696,0.259259259,0.740740741,0.214285714,"[(1, 0), (9, 8), (9, 8), (9, 8), (9, 8), (11, 10), (11, 10), (11, 10), (11, 10), (13, 12), (12, 2), (12, 2), (12, 2), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (1, 0), (1, 2), (1, 0), (12, 2), (12, 2), (12, 2), (13, 1), (13, 1), (1, 0), (13, 12)]"
"(((1, 4), (3, 6)), ((1, 0), (3, 0)), ((4, 0), (6, 0)))",-1.520010802,-1.520010802,0,1.02426E-06,-1.518998744,0.262711864,0.737288136,0.214285714,"[(4, 3), (5, 9), (5, 4), (4, 3), (9, 10), (9, 10), (9, 10), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (5, 4), (5, 4), (5, 4), (4, 10), (5, 4), (5, 4), (5, 4), (5, 4), (11, 10), (11, 10), (11, 10), (11, 3), (11, 3), (11, 3), (11, 3)]"
"(((1, 4), (3, 6)), ((1, 0), (3, 0)), ((5, 0), (7, 0)))",-1.489603746,-1.489603746,0,1.02417E-06,-1.488591733,0.269230769,0.730769231,0.214285714,"[(1, 2), (1, 0), (1, 0), (1, 0), (9, 8), (9, 8), (9, 8), (9, 8), (13, 1), (1, 0), (13, 1), (1, 2), (13, 1), (1, 0), (13, 1), (1, 2), (13, 1), (1, 0), (1, 0), (13, 1), (1, 2), (1, 2), (1, 2), (1, 0), (13, 1), (13, 1), (13, 1), (13, 1)]"
"(((1, 4), (3, 6)), ((4, 0), (6, 0)), ((5, 0), (7, 0)))",-1.493022188,-1.493022188,0,1.02426E-06,-1.492010133,0.256880734,0.743119266,0.214285714,"[(5, 4), (4, 3), (4, 3), (4, 3), (9, 8), (9, 8), (9, 8), (9, 8), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (5, 4), (4, 3), (4, 3), (4, 3), (4, 3)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (2, 6)))",-1.626409157,-1.626409157,0,1.02425E-06,-1.625397106,0.298578199,0.701421801,0.214285714,"[(4, 10), (4, 3), (4, 3), (4, 3), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (4, 3), (5, 4), (4, 3), (4, 3), (4, 3), (4, 10), (9, 10), (9, 8), (9, 8), (9, 8), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (9, 8), (5, 9), (9, 10), (9, 10), (9, 10), (9, 8), (11, 3), (4, 3), (4, 3), (4, 3), (2, 3), (4, 3), (4, 3), (4, 3), (4, 3), (11, 3), (2, 3), (11, 3), (4, 3), (11, 3), (2, 3), (11, 3), (4, 3), (4, 3), (11, 3), (2, 3), (2, 3), (2, 3), (4, 3)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 4), (2, 7)))",-1.588070785,-1.588070785,0,1.02426E-06,-1.587058726,0.282051282,0.717948718,0.214285714,"[(9, 10), (5, 9), (5, 9), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (9, 10), (9, 10), (9, 10), (5, 9), (5, 6), (5, 6), (5, 6), (11, 10), (9, 10), (9, 10), (9, 10), (4, 10), (9, 10), (9, 10), (9, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (11, 10), (9, 10), (9, 10), (9, 10), (9, 8), (4, 10), (5, 4), (5, 9), (9, 8), (4, 10), (4, 10), (4, 10), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (5, 9), (9, 8), (9, 10), (9, 10), (9, 10), (5, 9)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 4), (3, 7)))",-1.596495505,-1.596495505,0,1.02425E-06,-1.595483455,0.286384977,0.713615023,0.214285714,"[(4, 10), (4, 3), (4, 3), (4, 3), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (4, 3), (5, 4), (4, 3), (4, 3), (4, 3), (2, 3), (4, 10), (11, 10), (11, 10), (11, 10), (4, 10), (4, 3), (2, 3), (11, 12), (11, 10), (11, 10), (11, 10), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (4, 3), (11, 3), (11, 3), (11, 3), (4, 3), (2, 3), (2, 3), (2, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 12), (11, 3), (11, 12), (11, 12), (11, 12), (11, 10)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((4, 5), (6, 7)))",-1.545692471,-1.582190683,0.001332119,0.001238821,-1.580889363,0.303964758,0.696035242,0.214285714,"[(5, 4), (11, 10), (4, 10), (5, 4), (11, 3), (11, 3), (11, 3), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (4, 10), (5, 4), (5, 6), (5, 6), (5, 6), (5, 4), (11, 3), (11, 3), (11, 3), (11, 10), (11, 3), (11, 3), (11, 3), (11, 10), (4, 10), (5, 4), (11, 3), (11, 3), (11, 3), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (4, 10), (5, 4), (4, 10), (4, 10), (4, 10), (4, 3), (2, 3), (2, 3), (2, 3), (4, 3), (9, 10), (4, 10), (9, 10), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 1), (2, 3)))",-1.47885529,-1.583370752,0.010923482,0.007662808,-1.566392759,0.277108434,0.722891566,0.214285714,"[(4, 3), (4, 10), (4, 10), (4, 10), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (4, 3), (4, 3), (4, 3), (11, 12), (11, 10), (11, 10), (4, 10), (4, 3), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (11, 12), (13, 12), (13, 12), (13, 12), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (11, 12), (11, 3), (11, 3), (11, 3), (4, 3), (4, 3), (4, 3), (11, 10), (11, 3), (2, 3), (2, 3), (2, 3), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (2, 3), (2, 3), (2, 3), (13, 12), (11, 12), (11, 12), (11, 3), (13, 12)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 5), (2, 6)))",-1.464726269,-1.628090244,0.026687788,0.029132577,-1.635408948,0.268907563,0.731092437,0.214285714,"[(9, 10), (11, 3), (11, 10), (9, 10), (9, 10), (9, 10), (11, 3), (11, 10), (9, 10), (9, 10), (9, 10), (11, 3), (11, 10), (9, 10), (9, 10), (9, 10), (11, 3), (11, 10), (9, 10), (9, 10), (9, 10), (11, 3), (11, 10), (11, 10), (9, 10), (4, 10), (11, 3), (4, 3), (4, 3), (4, 3), (5, 4), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (4, 10), (4, 10), (4, 10), (5, 4), (5, 4), (5, 4), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (5, 4), (4, 10), (5, 4), (5, 4), (5, 4), (4, 3), (11, 12)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 5), (3, 6)))",-1.416510305,-1.587196384,0.029133738,0.032894152,-1.597877754,0.3,0.7,0.214285714,"[(5, 9), (5, 4), (5, 4), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 9), (5, 6), (5, 9), (5, 9), (5, 9), (5, 4), (9, 10), (9, 10), (9, 10), (5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (4, 10), (11, 10), (9, 10), (9, 10), (9, 10), (4, 10), (5, 4), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (11, 3), (4, 3), (4, 3), (5, 4), (11, 3)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((0, 0), (2, 0)))",-1.543407683,-1.543407683,0,1.02426E-06,-1.542395625,0.275,0.725,0.214285714,"[(11, 12), (11, 3), (11, 3), (11, 3), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 3), (11, 10), (11, 12), (11, 12), (11, 12), (11, 3), (2, 3), (11, 10), (11, 10), (11, 10), (11, 10), (11, 3), (11, 3), (11, 3), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (11, 12), (13, 12), (11, 12), (11, 12), (11, 12), (12, 2)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((1, 0), (3, 0)))",-1.550415821,-1.550415821,0,1.02425E-06,-1.54940377,0.274390244,0.725609756,0.214285714,"[(11, 3), (4, 3), (4, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (11, 3), (2, 3), (11, 3), (11, 3), (11, 3), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 3), (11, 12), (11, 10), (11, 10), (11, 10), (11, 3), (11, 12), (11, 12), (11, 12), (11, 12)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((4, 0), (6, 0)))",-1.542923987,-1.542923987,0,1.02424E-06,-1.541911938,0.274853801,0.725146199,0.214285714,"[(7, 8), (7, 8), (7, 8), (7, 8), (11, 12), (12, 2), (12, 2), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (11, 12), (13, 12), (11, 12), (11, 12), (11, 12), (11, 3), (12, 2), (11, 12), (11, 12), (11, 12), (11, 10), (11, 12), (11, 12), (11, 12), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 3), (11, 10), (11, 3), (11, 12), (11, 12), (11, 3), (11, 12), (11, 12), (11, 12), (11, 10)]"
"(((0, 5), (2, 7)), ((1, 5), (3, 7)), ((5, 0), (7, 0)))",-1.546371791,-1.546371791,0,1.02425E-06,-1.545359738,0.264044944,0.735955056,0.214285714,"[(4, 10), (5, 4), (5, 4), (5, 4), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (5, 4), (5, 4), (5, 4), (5, 6), (4, 10), (9, 10), (9, 10), (9, 10), (4, 10), (5, 4), (5, 6), (9, 10), (9, 10), (9, 10), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 4), (5, 6), (5, 4), (5, 4), (5, 4), (5, 9), (5, 4), (5, 4), (5, 4), (5, 4)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)))",-1.587758191,-1.587758191,0,1.02427E-06,-1.58674613,0.279352227,0.720647773,0.214285714,"[(2, 3), (11, 10), (12, 2), (12, 2), (12, 2), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 10), (11, 3), (11, 10), (11, 12), (11, 12), (11, 10), (9, 10), (9, 10), (9, 10), (5, 9), (12, 2), (12, 2), (12, 2), (2, 3), (4, 3), (5, 4), (4, 3), (4, 3), (4, 3), (5, 9), (5, 4), (4, 3), (4, 3), (4, 3), (5, 9), (5, 4), (4, 3), (4, 3), (4, 3), (5, 9), (5, 4), (4, 3), (4, 3), (4, 3), (5, 9), (5, 4), (5, 4), (4, 3), (4, 10), (5, 9), (11, 10), (11, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (4, 3), (4, 3), (4, 3), (9, 10), (11, 3)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)))",-1.595231978,-1.595231978,0,1.02425E-06,-1.594219926,0.271028037,0.728971963,0.214285714,"[(5, 6), (9, 10), (4, 10), (4, 10), (4, 10), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 4), (5, 6), (4, 10), (4, 10), (4, 10), (5, 4), (9, 10), (9, 8), (7, 8), (7, 8), (7, 8), (6, 8), (7, 8), (6, 8), (9, 8), (6, 8), (7, 8), (6, 8), (9, 8), (6, 8), (7, 8), (7, 8), (6, 8), (7, 8), (7, 8), (7, 8), (6, 8), (6, 8), (6, 8), (5, 6), (5, 4), (5, 9), (5, 4), (5, 6), (5, 4), (5, 9), (5, 4), (5, 6), (5, 6), (5, 4), (9, 8), (9, 8), (9, 8), (6, 8)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)))",-1.541650933,-1.581957841,0.001624647,0.001328247,-1.578096057,0.292576419,0.707423581,0.214285714,"[(4, 3), (9, 10), (5, 9), (5, 9), (5, 9), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (2, 3), (2, 3), (5, 9), (5, 9), (5, 9), (9, 10), (11, 10), (11, 3), (2, 3), (11, 10), (11, 10), (11, 10), (4, 10), (4, 10), (4, 10), (11, 3), (2, 3), (4, 3), (2, 3), (11, 3), (2, 3), (4, 3), (4, 3), (2, 3), (11, 3), (11, 3), (11, 3), (4, 3), (5, 4), (5, 4), (5, 4), (5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (9, 10), (5, 9), (11, 10)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 1), (2, 3)))",-1.483745689,-1.583180999,0.009887381,0.005977766,-1.561061702,0.277777778,0.722222222,0.214285714,"[(9, 8), (5, 9), (5, 9), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 10), (5, 9), (9, 10), (9, 8), (9, 8), (6, 8), (6, 8), (6, 8), (5, 6), (5, 4), (5, 4), (5, 4), (4, 3), (9, 10), (11, 10), (11, 3), (11, 10), (11, 10), (11, 10), (11, 10), (4, 10), (4, 3), (4, 3), (4, 3), (11, 10), (4, 10), (11, 10), (11, 3), (11, 3), (11, 3), (11, 10), (4, 10), (4, 10), (4, 10), (4, 3), (4, 10), (4, 10), (4, 3), (2, 3), (11, 10), (11, 12), (12, 2), (2, 3), (2, 3), (2, 3), (2, 3), (11, 3), (2, 3), (11, 12), (11, 12), (11, 12), (11, 3), (2, 3), (11, 12), (11, 12), (11, 12), (11, 3), (2, 3), (2, 3), (2, 3), (2, 3), (12, 2), (12, 2), (2, 3), (11, 12)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((1, 5), (2, 6)))",-1.46313378,-1.628278302,0.027272713,0.035594419,-1.651798613,0.293859649,0.706140351,0.214285714,"[(11, 12), (13, 1), (13, 12), (11, 12), (11, 12), (11, 12), (13, 1), (13, 12), (11, 12), (11, 12), (11, 12), (13, 1), (13, 12), (11, 12), (11, 12), (11, 12), (13, 1), (13, 12), (11, 12), (11, 12), (11, 12), (13, 1), (13, 12), (13, 12), (11, 12), (11, 3), (11, 12), (11, 12), (11, 12), (11, 10), (13, 1), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (2, 3), (11, 3), (11, 3), (11, 3), (2, 3), (1, 2), (11, 12), (11, 10), (11, 10), (11, 10), (11, 12), (11, 12), (11, 12), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (2, 3), (1, 2), (12, 2), (12, 2), (12, 2), (2, 3)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 5), (3, 6)))",-1.405770243,-1.586890924,0.032804701,0.037263077,-1.598806708,0.281385281,0.718614719,0.214285714,"[(5, 4), (5, 9), (5, 9), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 4), (5, 6), (5, 6), (4, 10), (4, 10), (4, 10), (5, 4), (9, 10), (9, 10), (11, 10), (11, 3), (11, 3), (11, 3), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (4, 3), (5, 4), (4, 10), (4, 10), (4, 10), (4, 3), (5, 4), (5, 4), (5, 4), (5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (11, 10), (9, 10), (9, 10), (9, 10), (4, 10)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 0), (2, 0)))",-1.545706247,-1.545706247,0,1.02426E-06,-1.544694192,0.274853801,0.725146199,0.214285714,"[(6, 8), (9, 10), (9, 8), (6, 8), (5, 6), (5, 6), (5, 6), (9, 8), (9, 8), (9, 8), (9, 10), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (9, 8), (5, 9), (5, 4), (9, 8), (9, 8), (9, 8), (9, 10), (11, 10), (11, 3), (11, 3), (11, 3), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (4, 3), (5, 4), (4, 10), (4, 10), (4, 10), (4, 3), (5, 4), (5, 4), (5, 4), (5, 4)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((1, 0), (3, 0)))",-1.542208734,-1.542208734,0,1.02426E-06,-1.541196677,0.27607362,0.72392638,0.214285714,"[(1, 0), (9, 10), (9, 10), (9, 10), (9, 10), (13, 12), (12, 2), (12, 2), (12, 2), (13, 1), (1, 0), (1, 2), (1, 0), (13, 1), (1, 0), (1, 2), (1, 0), (12, 2), (12, 2), (12, 2), (13, 1), (13, 1), (1, 0), (1, 0), (1, 2), (13, 12), (11, 12), (11, 3), (11, 3), (11, 3), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (2, 3), (1, 2), (11, 12), (11, 12), (11, 12), (11, 3)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((4, 0), (6, 0)))",-1.549721214,-1.549721214,0,1.02426E-06,-1.548709157,0.264705882,0.735294118,0.214285714,"[(4, 3), (9, 10), (5, 9), (5, 9), (5, 9), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (5, 9), (5, 9), (5, 9), (4, 10), (4, 10), (4, 3), (4, 3), (5, 4), (9, 10), (9, 8), (6, 8), (6, 8), (6, 8), (5, 6), (5, 4), (5, 9), (5, 4), (5, 6), (5, 4), (5, 9), (5, 4), (5, 6), (5, 6), (5, 4), (9, 8), (9, 8), (9, 8), (6, 8), (5, 6), (5, 6), (5, 6), (5, 6)]"
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((5, 0), (7, 0)))",-1.54268777,-1.54268777,0,1.02426E-06,-1.541675712,0.278481013,0.721518987,0.214285714,"[(9, 8), (9, 10), (9, 10), (9, 10), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (9, 8), (5, 9), (5, 4), (9, 8), (9, 8), (9, 8), (9, 10), (9, 8), (9, 8), (9, 8), (9, 8), (11, 10), (11, 3), (11, 3), (11, 3), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (4, 3), (5, 4), (11, 10), (11, 10), (11, 10), (11, 3)]"
