Operator,Noisy_val_approx,Ideal_val,diff,REM_seq,Diff_REM,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.47060006,-1.635971009,0.027347551,-1.658096484,0.035154909,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.366317995,-1.713106194,0.120262055,-1.711420817,0.119095958,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.551747041,-1.598834003,0.002217182,-1.596746205,0.002024925,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.501153884,-1.599427988,0.0096578,-1.595174262,0.008839831,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.572141207,-1.752928574,0.032684072,-1.732427996,0.025691855,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.444796483,-1.608880446,0.026923547,-1.61262552,0.028166586,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.49036901,-1.658368127,0.028223703,-1.616943236,0.016021035,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.438419282,-1.627691522,0.035823981,-1.638114267,0.039878087,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.445219061,-1.588525603,0.020536765,-1.608347781,0.026610979,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.401153816,-1.627680764,0.051314458,-1.61145632,0.044227143,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.38793427,-1.587417291,0.039793476,-1.585658885,0.039095023,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (2, 6)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.366386092,-1.634902986,0.072101322,-1.659068914,0.085663234,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.528587549,-1.597681844,0.004774022,-1.592866527,0.004131787,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.499620265,-1.595670656,0.009225678,-1.59445254,0.00899316,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.571392977,-1.761246169,0.036044235,-1.738212929,0.027828896,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.457799747,-1.626265966,0.028380867,-1.629692259,0.029547036,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.460792523,-1.584463264,0.015294452,-1.568447017,0.01158949,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.482738464,-1.636698924,0.023703823,-1.577088911,0.008902007,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.444278723,-1.629108938,0.034162208,-1.595418435,0.022843213,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.460554456,-1.635059627,0.030452055,-1.642691146,0.033173774,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.3923957,-1.629944336,0.056429354,-1.610702618,0.047657911,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.387103573,-1.656782272,0.072726601,-1.666402859,0.078008091,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.458991901,-1.589760108,0.017100324,-1.590094775,0.017187964,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.513116138,-1.758310875,0.060120459,-1.720910762,0.043178606,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.421812531,-1.59495977,0.029979966,-1.617459681,0.038277807,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.473361542,-1.757950643,0.080990956,-1.704452279,0.053402929,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.375795421,-1.596080277,0.048525418,-1.609845899,0.054779626,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.445458511,-1.753608846,0.094956629,-1.736950043,0.084967313,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.365399613,-1.627743221,0.068824169,-1.560117568,0.037915082,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.308043891,-1.564111557,0.06557065,-1.541946693,0.054710521,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.376591282,-1.634481563,0.066507397,-1.595199701,0.047789641,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((0, 5), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.341065392,-1.635236784,0.086536808,-1.609880128,0.072261362,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)))",-1.668470587,-1.668470587,0,-1.668059921,1.68646E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)))",-1.628444456,-1.628444456,0,-1.628043588,1.60695E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)))",-1.605736697,-1.655140741,0.00244076,-1.651385727,0.002083834,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 1), (2, 3)))",-1.52696391,-1.654179744,0.016183868,-1.649496419,0.015014216,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 5), (2, 6)))",-1.459007665,-1.632490259,0.03009621,-1.657973421,0.039587372,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 5), (3, 6)))",-1.475777344,-1.669830268,0.037656537,-1.67209362,0.03854008,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 4), (3, 7)))",-1.610814434,-1.610814434,0,-1.610389366,1.80683E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.542194355,-1.587691068,0.002069951,-1.585916204,0.0019116,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.485009687,-1.588784967,0.010769309,-1.586807653,0.010362826,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.46951266,-1.634408398,0.027190604,-1.612811702,0.020534616,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.494932808,-1.711498859,0.046900854,-1.727007459,0.053858644,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.559817303,-1.601030481,0.001698526,-1.599641056,0.001585931,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.505051266,-1.600440613,0.009099128,-1.598910292,0.008809517,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.563992235,-1.752924599,0.035695438,-1.728642683,0.02710977,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.407744782,-1.61213754,0.0417764,-1.643199439,0.055438896,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.492988372,-1.657087827,0.026928631,-1.635001498,0.020167728,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.454262661,-1.627494833,0.030009385,-1.611980188,0.024874818,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.397746183,-1.590231853,0.037050733,-1.634858316,0.056222164,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.416294748,-1.62752202,0.04461696,-1.609700868,0.037405927,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.376951964,-1.588612111,0.044800018,-1.613476064,0.05594365,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.32128961,-1.635467509,0.098707752,-1.645523025,0.105127307,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)))",-1.60888042,-1.60888042,0,-1.608454018,1.81819E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.543182818,-1.587417276,0.001956687,-1.586018626,0.001834906,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.490631032,-1.588525628,0.009583352,-1.586740182,0.009236969,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.472875246,-1.634902979,0.026252986,-1.666093978,0.037333479,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.489233993,-1.713106195,0.050118763,-1.720595334,0.05352807,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.552095942,-1.599427988,0.002240323,-1.596882886,0.00200587,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.50341999,-1.598834019,0.009103837,-1.59669633,0.008700476,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.565182241,-1.75292858,0.035248688,-1.731866213,0.027783547,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.423825197,-1.610212187,0.03474011,-1.658495724,0.055070256,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.480232208,-1.658368126,0.031732405,-1.626199865,0.021306557,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.441198073,-1.627680755,0.034775791,-1.633136528,0.036840371,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.41212768,-1.589985661,0.031633461,-1.633393981,0.048958776,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.388901244,-1.627691528,0.0570208,-1.629132494,0.057711053,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.365161887,-1.588329867,0.049803947,-1.609731396,0.059814245,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.318433129,-1.635971018,0.100830311,-1.669822133,0.123474232,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.548728638,-1.596080235,0.002242174,-1.59250947,0.001916761,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.500124308,-1.594959791,0.008993769,-1.593158001,0.008655268,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.566156256,-1.7603581,0.037714356,-1.735922094,0.02882044,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.403718066,-1.626265964,0.049527567,-1.636733849,0.054296355,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.461178792,-1.588068209,0.016100924,-1.586010406,0.015582932,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.507435866,-1.635236792,0.016333077,-1.585327492,0.006067105,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.387164255,-1.629944337,0.058942168,-1.620016583,0.054220207,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.46776662,-1.634481543,0.027793866,-1.585974244,0.013973042,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.361217771,-1.62910894,0.071765678,-1.568016942,0.042765897,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.337203011,-1.656782273,0.102130905,-1.656725342,0.10209452,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.462226855,-1.589874236,0.016293854,-1.591534673,0.016720512,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.520868334,-1.757950624,0.056208012,-1.715213156,0.03776991,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.368259386,-1.595670651,0.051715883,-1.621371203,0.064065592,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.474381686,-1.758310871,0.080615782,-1.701795232,0.051716921,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.337375694,-1.597681822,0.06775928,-1.620973087,0.080427481,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.393192882,-1.754050793,0.130218432,-1.74413042,0.123157156,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.359081073,-1.627743219,0.072179349,-1.561289681,0.040888321,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.314326753,-1.560536632,0.060619305,-1.544442006,0.05295303,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.329174939,-1.635059628,0.093565443,-1.599064698,0.072840482,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 4), (3, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.344518559,-1.636698911,0.085369358,-1.654007295,0.095783278,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 4), (3, 7)))",-1.651774179,-1.651774179,0,-1.651360957,1.70753E-07,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.606509474,-1.652683546,0.002132045,-1.652001657,0.002069539,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.535548877,-1.654058171,0.014044453,-1.652742027,0.013734234,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.480498253,-1.65292922,0.029732438,-1.681165725,0.040267434,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.552313911,-1.809620654,0.06620676,-1.79417896,0.058498702,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.534660589,-1.572195243,0.00140885,-1.572351432,0.0014206,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.47159825,-1.572195243,0.010119755,-1.57033941,0.009749817,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.345657101,-1.553380997,0.043149217,-1.566970736,0.048979725,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.428782896,-1.651774179,0.049725112,-1.623207705,0.037801006,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.461691726,-1.616378884,0.023928117,-1.595481548,0.017899716,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.420953175,-1.571242139,0.022586773,-1.622635237,0.040675654,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.436806683,-1.65405817,0.047198209,-1.62570057,0.035680901,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.374463085,-1.571242138,0.038721996,-1.576861027,0.040964927,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
"(((1, 5), (3, 7)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.365397589,-1.652683551,0.082533224,-1.624672048,0.067223245,56,36,56,52,32,24,4,92,0.347826087,0.260869565,0.4,0.518518519,0.481481481
