Operator,Noisy_val_approx,Ideal_val,diff,diff_rem,Seq_REM,two_qc_ratio,single_qc_ratio,singles,doubles,singles_ratio,doubles_ratio,param_ratio,cnot_con
"(((0, 5), (2, 7)), ((1, 0), (3, 0)), ((4, 0), (6, 0)))",-1.563397301,-1.563397301,0,9.94601E-07,-1.562400004,0.254545455,0.745454545,2,1,0.5,0.1,0.214285714,"[(5, 4), (9, 8), (4, 10), (4, 10), (4, 10), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (5, 4), (5, 4), (5, 4), (5, 6), (5, 6), (5, 6), (5, 6), (9, 8), (9, 10), (9, 10), (9, 8), (4, 10), (12, 2), (12, 2), (12, 2), (12, 2)]"
"(((0, 5), (2, 7)), ((1, 0), (3, 0)), ((5, 0), (7, 0)))",-1.544626453,-1.544626453,0,9.94559E-07,-1.543629177,0.252252252,0.747747748,2,1,0.5,0.1,0.214285714,"[(5, 4), (9, 8), (11, 10), (11, 10), (11, 10), (11, 10), (4, 10), (4, 10), (4, 10), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (9, 10), (9, 10), (9, 10), (5, 9), (9, 10), (9, 10), (9, 10), (9, 10)]"
"(((0, 5), (2, 7)), ((4, 0), (6, 0)), ((5, 0), (7, 0)))",-1.546837323,-1.546837323,0,9.94617E-07,-1.545840018,0.25,0.75,2,1,0.5,0.1,0.214285714,"[(2, 3), (2, 3), (2, 3), (2, 3), (5, 4), (9, 8), (4, 10), (4, 10), (4, 10), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (9, 10), (9, 10), (9, 10), (5, 9), (9, 10), (9, 10), (9, 10), (9, 10)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 5), (3, 7)))",-1.652453659,-1.652453659,0,9.94611E-07,-1.651456357,0.291666667,0.708333333,0,3,0,0.3,0.214285714,"[(4, 3), (4, 10), (4, 10), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (5, 4), (4, 10), (5, 4), (4, 3), (4, 3), (5, 4), (4, 3), (4, 3), (4, 3), (4, 10), (9, 10), (9, 8), (9, 8), (9, 8), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (5, 9), (9, 10), (5, 9), (9, 8), (9, 8), (5, 9), (9, 10), (9, 10), (9, 10), (9, 8), (11, 3), (4, 3), (4, 3), (4, 3), (2, 3), (4, 3), (4, 3), (4, 3), (4, 3), (11, 3), (2, 3), (11, 3), (4, 3), (11, 3), (2, 3), (11, 3), (4, 3), (4, 3), (11, 3), (4, 3), (4, 3), (4, 3), (2, 3)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)))",-1.622772702,-1.622772702,0,9.94611E-07,-1.6217754,0.283783784,0.716216216,0,3,0,0.3,0.214285714,"[(2, 3), (11, 3), (11, 3), (11, 3), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (11, 3), (11, 3), (11, 3), (13, 12), (12, 2), (12, 2), (2, 3), (1, 2), (13, 12), (11, 12), (12, 2), (11, 12), (13, 1), (13, 1), (13, 1), (13, 12), (11, 12), (12, 2), (11, 12), (13, 12), (11, 12), (12, 2), (12, 2), (11, 12), (11, 10), (12, 2), (12, 2), (12, 2), (13, 12), (11, 12), (11, 12), (11, 12), (11, 3), (11, 10), (11, 10), (11, 10), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (4, 10), (4, 10), (4, 10), (4, 3), (11, 12)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 4), (3, 7)))",-1.631421529,-1.631421529,0,9.94601E-07,-1.630424232,0.287037037,0.712962963,0,3,0,0.3,0.214285714,"[(11, 3), (11, 10), (11, 10), (11, 10), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (11, 12), (11, 10), (11, 10), (11, 10), (9, 10), (11, 3), (4, 3), (4, 3), (4, 3), (11, 3), (4, 3), (4, 3), (4, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 3), (4, 3), (4, 3), (2, 3), (2, 3), (2, 3), (9, 10), (11, 10), (11, 10), (9, 10), (13, 12), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (13, 12), (12, 2), (13, 12), (11, 12), (11, 12), (13, 12), (11, 12), (11, 12), (11, 12), (12, 2)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)))",-1.568596398,-1.61364534,0.002029407,0.001915203,-1.612359434,0.279166667,0.720833333,0,3,0,0.3,0.214285714,"[(5, 4), (5, 6), (5, 6), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 9), (5, 4), (5, 9), (5, 6), (5, 9), (5, 4), (5, 4), (5, 9), (5, 4), (5, 4), (5, 4), (5, 6), (4, 10), (4, 3), (4, 3), (4, 3), (5, 4), (5, 4), (4, 3), (4, 3), (4, 3), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (2, 3), (5, 4), (11, 3), (11, 3), (11, 3), (4, 3), (2, 3), (2, 3), (2, 3), (2, 3), (11, 3), (4, 3), (11, 3), (2, 3), (11, 3), (4, 3), (11, 3), (2, 3), (2, 3), (11, 3), (2, 3), (2, 3), (2, 3), (4, 3)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 1), (2, 3)))",-1.515316413,-1.612647181,0.009473279,0.00772876,-1.603229777,0.291479821,0.708520179,0,3,0,0.3,0.214285714,"[(11, 10), (4, 10), (4, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (11, 10), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10), (4, 3), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 12), (11, 3), (11, 12), (11, 10), (11, 10), (11, 12), (11, 12), (11, 10), (11, 10), (11, 10), (9, 10), (9, 10), (11, 3), (4, 3), (4, 10), (9, 10), (11, 3), (11, 3), (11, 3), (11, 10), (9, 10), (4, 10), (9, 10), (11, 10), (9, 10), (4, 10), (4, 10), (9, 10), (4, 10), (4, 10), (4, 10), (11, 10)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 5), (2, 6)))",-1.49366637,-1.671050812,0.03146524,0.040275722,-1.694354492,0.28372093,0.71627907,0,3,0,0.3,0.214285714,"[(5, 9), (9, 10), (9, 10), (9, 10), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (9, 10), (9, 10), (9, 10), (5, 9), (5, 4), (5, 4), (5, 4), (4, 3), (5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (4, 10), (4, 10), (4, 10), (4, 3), (9, 10), (11, 10), (11, 10), (11, 10), (4, 10), (5, 4), (4, 10), (4, 3), (4, 10), (5, 4), (4, 10), (4, 3), (4, 3), (4, 10), (4, 3), (4, 3), (4, 3), (5, 4)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 5), (3, 6)))",-1.434408676,-1.623858419,0.035891205,0.057170107,-1.673511388,0.283950617,0.716049383,0,3,0,0.3,0.214285714,"[(5, 9), (9, 10), (9, 10), (9, 10), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (9, 10), (9, 10), (9, 10), (5, 9), (5, 4), (5, 4), (5, 4), (5, 9), (5, 4), (5, 4), (5, 4), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (11, 10), (4, 10), (11, 10), (9, 10), (9, 10), (11, 10), (9, 10), (9, 10), (9, 10), (9, 8), (4, 10), (4, 3), (5, 4), (5, 4), (5, 4), (11, 3), (11, 3), (11, 3), (11, 10), (11, 10), (11, 10), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 8), (5, 9), (9, 8), (9, 10), (9, 10), (9, 8), (4, 10), (4, 10), (4, 10), (5, 4)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 0), (2, 0)))",-1.596741348,-1.596741348,0,9.94607E-07,-1.595744048,0.297468354,0.702531646,1,2,0.25,0.2,0.214285714,"[(2, 3), (12, 2), (12, 2), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (2, 3), (1, 2), (2, 3), (2, 3), (2, 3), (11, 3), (4, 3), (4, 3), (4, 3), (12, 2), (2, 3), (4, 3), (4, 3), (4, 3), (2, 3), (11, 3), (4, 3), (11, 3), (2, 3), (11, 3), (4, 3), (11, 3), (2, 3), (2, 3), (11, 3), (4, 3), (4, 3), (4, 3), (2, 3), (11, 3), (11, 3), (11, 3), (11, 3)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 0), (3, 0)))",-1.590039164,-1.590039164,0,9.94611E-07,-1.589041862,0.263473054,0.736526946,1,2,0.25,0.2,0.214285714,"[(5, 6), (9, 10), (5, 9), (5, 6), (4, 10), (4, 10), (4, 10), (5, 4), (5, 6), (5, 9), (5, 6), (5, 4), (5, 6), (5, 9), (5, 9), (5, 6), (5, 4), (5, 4), (5, 4), (4, 3), (5, 9), (5, 6), (5, 6), (5, 6), (5, 6), (9, 10), (5, 9), (5, 9), (5, 9), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (4, 3), (4, 10), (4, 3), (5, 4), (5, 4), (4, 3), (9, 10), (9, 10), (9, 10), (5, 9)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 0), (6, 0)))",-1.593865657,-1.593865657,0,9.94607E-07,-1.592868357,0.278481013,0.721518987,1,2,0.25,0.2,0.214285714,"[(12, 2), (1, 2), (1, 2), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (12, 2), (2, 3), (13, 1), (13, 1), (13, 1), (1, 2), (13, 12), (11, 12), (11, 3), (11, 3), (11, 3), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (1, 2), (11, 3), (11, 3), (11, 3), (12, 2), (12, 2), (1, 2), (11, 12), (12, 2), (12, 2), (12, 2), (12, 2)]"
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((5, 0), (7, 0)))",-1.589899457,-1.589899457,0,9.94597E-07,-1.588902162,0.27672956,0.72327044,1,2,0.25,0.2,0.214285714,"[(6, 8), (6, 8), (6, 8), (6, 8), (12, 2), (1, 2), (1, 2), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (2, 3), (1, 2), (2, 3), (12, 2), (12, 2), (2, 3), (13, 1), (13, 1), (13, 1), (1, 2), (13, 12), (11, 12), (11, 3), (11, 3), (11, 3), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (1, 2), (2, 3), (1, 2), (12, 2), (12, 2), (1, 2), (2, 3), (2, 3), (2, 3), (12, 2)]"
