Operator,Noisy_val_approx,Ideal_val,2q_gate,1q_gate,2q_gate_tr,1q_gate_tr,cx_gate,cx0_gate,no_T2,total_cnt,sum_cx,sum_cx0,sum_t2,sum_2q_tr,sum_1q_tr
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.628004226,-1.703584171,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.570161895,-1.680295102,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.55545103,-1.680670379,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.660637056,-1.739225946,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.645999742,-1.736357943,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.550059847,-1.68768056,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.646925178,-1.729454154,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.600742456,-1.681796063,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.63355137,-1.729530708,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.585266415,-1.681256022,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (2, 6)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.685825763,-1.740262089,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)))",-1.583443366,-1.702731744,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.575924007,-1.689263263,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.567729632,-1.689044482,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.714778287,-1.795867794,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.628767421,-1.703875613,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.574006507,-1.677915013,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.559752585,-1.678235217,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.664890127,-1.738249932,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.643826854,-1.730978406,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.556642371,-1.683913345,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.650394498,-1.729072588,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.605219962,-1.679341731,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.637049117,-1.72916142,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.591991877,-1.67887929,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 5), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.69074826,-1.73926697,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.526549748,-1.683462641,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.512880291,-1.682810749,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.665786876,-1.804103104,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.581084958,-1.696277053,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.527974001,-1.674759138,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.672425109,-1.799845012,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.579355161,-1.683545314,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.654678006,-1.800178625,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.555206059,-1.684772678,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.711417377,-1.800535335,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.498532217,-1.640027088,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.617074587,-1.737542384,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.561225889,-1.669996177,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.597766357,-1.736876284,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.538652717,-1.669648754,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.661081614,-1.747283307,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.598500526,-1.728999736,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.534645748,-1.632672038,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.660379789,-1.73751519,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (3, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.632212814,-1.738853924,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)))",-1.591372769,-1.720993519,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)))",-1.544462656,-1.656726392,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)))",-1.520404855,-1.656726399,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)))",-1.627140269,-1.68188253,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 5), (3, 6)))",-1.627769405,-1.720993518,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.602793319,-1.718982371,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.581921792,-1.719351438,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.646410007,-1.72808867,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.721705793,-1.811790042,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.533214554,-1.666554875,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.614024647,-1.663149367,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.640118058,-1.719351446,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.586061046,-1.663149427,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.622779682,-1.718982367,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 5), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.692495493,-1.728088669,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.542250593,-1.685714895,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.520102673,-1.683147186,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.618231701,-1.730635366,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.618000697,-1.74920642,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.504166571,-1.628611936,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.60377883,-1.706868217,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.568246315,-1.683147189,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.58819323,-1.706868218,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.556323011,-1.685714893,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.637718101,-1.719870718,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.528171957,-1.674192607,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.614992481,-1.717516944,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.620696107,-1.745762994,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.59180315,-1.71416756,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.602712698,-1.74576299,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.679294701,-1.768173066,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.575406,-1.67561512,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.552157056,-1.671865562,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.658552259,-1.71416756,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (2, 6)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.62245709,-1.717516946,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)))",-1.545419569,-1.685880928,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)))",-1.522300837,-1.683212081,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)))",-1.62220022,-1.730293932,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 5), (3, 6)))",-1.612185988,-1.746350643,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.50553001,-1.62941018,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.606562379,-1.70659802,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.572683058,-1.683212097,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.59124117,-1.70659802,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.559560619,-1.685880922,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 4), (3, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.63856235,-1.719520253,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.529517339,-1.672542172,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.615766032,-1.716780822,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.621647167,-1.74121221,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.59268716,-1.713376723,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.602039954,-1.741212206,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.677326068,-1.763847565,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.575800858,-1.675711485,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.553355247,-1.669971015,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.659365802,-1.713376729,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 5), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.621862944,-1.716780827,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)))",-1.498849164,-1.705514955,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)))",-1.610890125,-1.769681941,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 5), (3, 6)))",-1.570989329,-1.729717217,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.590484662,-1.765137287,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.553120962,-1.729717215,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((1, 4), (2, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.641294225,-1.764859892,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.570996241,-1.725758752,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.533554728,-1.689845447,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.63945008,-1.745788788,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((0, 4), (3, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.621894025,-1.749833007,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)))",-1.577112195,-1.73702425,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (2, 7)), ((4, 5), (6, 7)), ((0, 1), (2, 3)), ((0, 5), (3, 6)))",-1.537126744,-1.693828314,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (2, 7)), ((4, 5), (6, 7)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.653634474,-1.774790814,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((1, 4), (2, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.628442564,-1.774790816,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
"(((4, 5), (6, 7)), ((0, 1), (2, 3)), ((1, 5), (2, 6)), ((0, 5), (3, 6)))",-1.616506204,-1.731180703,56,36,56,140,32,24,4,92,0.347826087,0.260869565,0.4,0.285714286,0.714285714
